,Region,Year,Series_x,Value_x,Series_y,Value_y
1996,Belarus,2014,"Intentional homicide rates per 100,000",3.6048,Gross enrollment ratio - Primary (male),98.154
1997,Belarus,2014,"Intentional homicide rates per 100,000",3.6048,Gross enrollment ratio - Primary (female),98.4626
1999,Belarus,2014,"Intentional homicide rates per 100,000",3.6048,Gross enrollment ratio - Secondary (male),106.5198
2000,Belarus,2014,"Intentional homicide rates per 100,000",3.6048,Gross enrollment ratio - Secondary (female),104.4716
2002,Belarus,2014,"Intentional homicide rates per 100,000",3.6048,Gross enrollment ratio - Tertiary (male),78.6589
2003,Belarus,2014,"Intentional homicide rates per 100,000",3.6048,Gross enrollment ratio - Tertiary (female),105.1084
2005,Belarus,2014,"Percentage of male and female intentional homicide victims, Male",5.1052,Gross enrollment ratio - Primary (male),98.154
2006,Belarus,2014,"Percentage of male and female intentional homicide victims, Male",5.1052,Gross enrollment ratio - Primary (female),98.4626
2008,Belarus,2014,"Percentage of male and female intentional homicide victims, Male",5.1052,Gross enrollment ratio - Secondary (male),106.5198
2009,Belarus,2014,"Percentage of male and female intentional homicide victims, Male",5.1052,Gross enrollment ratio - Secondary (female),104.4716
2011,Belarus,2014,"Percentage of male and female intentional homicide victims, Male",5.1052,Gross enrollment ratio - Tertiary (male),78.6589
2012,Belarus,2014,"Percentage of male and female intentional homicide victims, Male",5.1052,Gross enrollment ratio - Tertiary (female),105.1084
2014,Belarus,2014,"Percentage of male and female intentional homicide victims, Female",2.2997,Gross enrollment ratio - Primary (male),98.154
2015,Belarus,2014,"Percentage of male and female intentional homicide victims, Female",2.2997,Gross enrollment ratio - Primary (female),98.4626
2017,Belarus,2014,"Percentage of male and female intentional homicide victims, Female",2.2997,Gross enrollment ratio - Secondary (male),106.5198
2018,Belarus,2014,"Percentage of male and female intentional homicide victims, Female",2.2997,Gross enrollment ratio - Secondary (female),104.4716
2020,Belarus,2014,"Percentage of male and female intentional homicide victims, Female",2.2997,Gross enrollment ratio - Tertiary (male),78.6589
2021,Belarus,2014,"Percentage of male and female intentional homicide victims, Female",2.2997,Gross enrollment ratio - Tertiary (female),105.1084
2023,Belarus,2014,"Assault rate per 100,000 population",8.8,Gross enrollment ratio - Primary (male),98.154
2024,Belarus,2014,"Assault rate per 100,000 population",8.8,Gross enrollment ratio - Primary (female),98.4626
2026,Belarus,2014,"Assault rate per 100,000 population",8.8,Gross enrollment ratio - Secondary (male),106.5198
2027,Belarus,2014,"Assault rate per 100,000 population",8.8,Gross enrollment ratio - Secondary (female),104.4716
2029,Belarus,2014,"Assault rate per 100,000 population",8.8,Gross enrollment ratio - Tertiary (male),78.6589
2030,Belarus,2014,"Assault rate per 100,000 population",8.8,Gross enrollment ratio - Tertiary (female),105.1084
2032,Belarus,2014,"Kidnapping at the national level, rate per 100,000",0.329,Gross enrollment ratio - Primary (male),98.154
2033,Belarus,2014,"Kidnapping at the national level, rate per 100,000",0.329,Gross enrollment ratio - Primary (female),98.4626
2035,Belarus,2014,"Kidnapping at the national level, rate per 100,000",0.329,Gross enrollment ratio - Secondary (male),106.5198
2036,Belarus,2014,"Kidnapping at the national level, rate per 100,000",0.329,Gross enrollment ratio - Secondary (female),104.4716
2038,Belarus,2014,"Kidnapping at the national level, rate per 100,000",0.329,Gross enrollment ratio - Tertiary (male),78.6589
2039,Belarus,2014,"Kidnapping at the national level, rate per 100,000",0.329,Gross enrollment ratio - Tertiary (female),105.1084
2041,Belarus,2014,"Theft at the national level, rate per 100,000 population",429.69,Gross enrollment ratio - Primary (male),98.154
2042,Belarus,2014,"Theft at the national level, rate per 100,000 population",429.69,Gross enrollment ratio - Primary (female),98.4626
2044,Belarus,2014,"Theft at the national level, rate per 100,000 population",429.69,Gross enrollment ratio - Secondary (male),106.5198
2045,Belarus,2014,"Theft at the national level, rate per 100,000 population",429.69,Gross enrollment ratio - Secondary (female),104.4716
2047,Belarus,2014,"Theft at the national level, rate per 100,000 population",429.69,Gross enrollment ratio - Tertiary (male),78.6589
2048,Belarus,2014,"Theft at the national level, rate per 100,000 population",429.69,Gross enrollment ratio - Tertiary (female),105.1084
2050,Belarus,2014,"Robbery at the national level, rate per 100,000 population",26.081,Gross enrollment ratio - Primary (male),98.154
2051,Belarus,2014,"Robbery at the national level, rate per 100,000 population",26.081,Gross enrollment ratio - Primary (female),98.4626
2053,Belarus,2014,"Robbery at the national level, rate per 100,000 population",26.081,Gross enrollment ratio - Secondary (male),106.5198
2054,Belarus,2014,"Robbery at the national level, rate per 100,000 population",26.081,Gross enrollment ratio - Secondary (female),104.4716
2056,Belarus,2014,"Robbery at the national level, rate per 100,000 population",26.081,Gross enrollment ratio - Tertiary (male),78.6589
2057,Belarus,2014,"Robbery at the national level, rate per 100,000 population",26.081,Gross enrollment ratio - Tertiary (female),105.1084
2059,Belarus,2014,"Total Sexual Violence at the national level, rate per 100,000",4.782,Gross enrollment ratio - Primary (male),98.154
2060,Belarus,2014,"Total Sexual Violence at the national level, rate per 100,000",4.782,Gross enrollment ratio - Primary (female),98.4626
2062,Belarus,2014,"Total Sexual Violence at the national level, rate per 100,000",4.782,Gross enrollment ratio - Secondary (male),106.5198
2063,Belarus,2014,"Total Sexual Violence at the national level, rate per 100,000",4.782,Gross enrollment ratio - Secondary (female),104.4716
2065,Belarus,2014,"Total Sexual Violence at the national level, rate per 100,000",4.782,Gross enrollment ratio - Tertiary (male),78.6589
2066,Belarus,2014,"Total Sexual Violence at the national level, rate per 100,000",4.782,Gross enrollment ratio - Tertiary (female),105.1084
2072,Belgium,2005,"Intentional homicide rates per 100,000",2.0954,Gross enrollment ratio - Primary (male),100.6821
2073,Belgium,2005,"Intentional homicide rates per 100,000",2.0954,Gross enrollment ratio - Primary (female),100.233
2075,Belgium,2005,"Intentional homicide rates per 100,000",2.0954,Gross enrollment ratio - Secondary (male),151.099
2076,Belgium,2005,"Intentional homicide rates per 100,000",2.0954,Gross enrollment ratio - Secondary (female),169.0976
2078,Belgium,2005,"Intentional homicide rates per 100,000",2.0954,Gross enrollment ratio - Tertiary (male),54.5378
2079,Belgium,2005,"Intentional homicide rates per 100,000",2.0954,Gross enrollment ratio - Tertiary (female),67.916
2081,Belgium,2005,"Percentage of male and female intentional homicide victims, Male",2.4893,Gross enrollment ratio - Primary (male),100.6821
2082,Belgium,2005,"Percentage of male and female intentional homicide victims, Male",2.4893,Gross enrollment ratio - Primary (female),100.233
2084,Belgium,2005,"Percentage of male and female intentional homicide victims, Male",2.4893,Gross enrollment ratio - Secondary (male),151.099
2085,Belgium,2005,"Percentage of male and female intentional homicide victims, Male",2.4893,Gross enrollment ratio - Secondary (female),169.0976
2087,Belgium,2005,"Percentage of male and female intentional homicide victims, Male",2.4893,Gross enrollment ratio - Tertiary (male),54.5378
2088,Belgium,2005,"Percentage of male and female intentional homicide victims, Male",2.4893,Gross enrollment ratio - Tertiary (female),67.916
2090,Belgium,2005,"Percentage of male and female intentional homicide victims, Female",1.716,Gross enrollment ratio - Primary (male),100.6821
2091,Belgium,2005,"Percentage of male and female intentional homicide victims, Female",1.716,Gross enrollment ratio - Primary (female),100.233
2093,Belgium,2005,"Percentage of male and female intentional homicide victims, Female",1.716,Gross enrollment ratio - Secondary (male),151.099
2094,Belgium,2005,"Percentage of male and female intentional homicide victims, Female",1.716,Gross enrollment ratio - Secondary (female),169.0976
2096,Belgium,2005,"Percentage of male and female intentional homicide victims, Female",1.716,Gross enrollment ratio - Tertiary (male),54.5378
2097,Belgium,2005,"Percentage of male and female intentional homicide victims, Female",1.716,Gross enrollment ratio - Tertiary (female),67.916
2099,Belgium,2005,"Assault rate per 100,000 population",639.21,Gross enrollment ratio - Primary (male),100.6821
2100,Belgium,2005,"Assault rate per 100,000 population",639.21,Gross enrollment ratio - Primary (female),100.233
2102,Belgium,2005,"Assault rate per 100,000 population",639.21,Gross enrollment ratio - Secondary (male),151.099
2103,Belgium,2005,"Assault rate per 100,000 population",639.21,Gross enrollment ratio - Secondary (female),169.0976
2105,Belgium,2005,"Assault rate per 100,000 population",639.21,Gross enrollment ratio - Tertiary (male),54.5378
2106,Belgium,2005,"Assault rate per 100,000 population",639.21,Gross enrollment ratio - Tertiary (female),67.916
2108,Belgium,2005,"Kidnapping at the national level, rate per 100,000",8.713,Gross enrollment ratio - Primary (male),100.6821
2109,Belgium,2005,"Kidnapping at the national level, rate per 100,000",8.713,Gross enrollment ratio - Primary (female),100.233
2111,Belgium,2005,"Kidnapping at the national level, rate per 100,000",8.713,Gross enrollment ratio - Secondary (male),151.099
2112,Belgium,2005,"Kidnapping at the national level, rate per 100,000",8.713,Gross enrollment ratio - Secondary (female),169.0976
2114,Belgium,2005,"Kidnapping at the national level, rate per 100,000",8.713,Gross enrollment ratio - Tertiary (male),54.5378
2115,Belgium,2005,"Kidnapping at the national level, rate per 100,000",8.713,Gross enrollment ratio - Tertiary (female),67.916
2117,Belgium,2005,"Theft at the national level, rate per 100,000 population",2060.99,Gross enrollment ratio - Primary (male),100.6821
2118,Belgium,2005,"Theft at the national level, rate per 100,000 population",2060.99,Gross enrollment ratio - Primary (female),100.233
2120,Belgium,2005,"Theft at the national level, rate per 100,000 population",2060.99,Gross enrollment ratio - Secondary (male),151.099
2121,Belgium,2005,"Theft at the national level, rate per 100,000 population",2060.99,Gross enrollment ratio - Secondary (female),169.0976
2123,Belgium,2005,"Theft at the national level, rate per 100,000 population",2060.99,Gross enrollment ratio - Tertiary (male),54.5378
2124,Belgium,2005,"Theft at the national level, rate per 100,000 population",2060.99,Gross enrollment ratio - Tertiary (female),67.916
2126,Belgium,2005,"Total Sexual Violence at the national level, rate per 100,000",57.334,Gross enrollment ratio - Primary (male),100.6821
2127,Belgium,2005,"Total Sexual Violence at the national level, rate per 100,000",57.334,Gross enrollment ratio - Primary (female),100.233
2129,Belgium,2005,"Total Sexual Violence at the national level, rate per 100,000",57.334,Gross enrollment ratio - Secondary (male),151.099
2130,Belgium,2005,"Total Sexual Violence at the national level, rate per 100,000",57.334,Gross enrollment ratio - Secondary (female),169.0976
2132,Belgium,2005,"Total Sexual Violence at the national level, rate per 100,000",57.334,Gross enrollment ratio - Tertiary (male),54.5378
2133,Belgium,2005,"Total Sexual Violence at the national level, rate per 100,000",57.334,Gross enrollment ratio - Tertiary (female),67.916
2135,Belgium,2010,"Intentional homicide rates per 100,000",1.7278,Gross enrollment ratio - Primary (male),102.0411
2136,Belgium,2010,"Intentional homicide rates per 100,000",1.7278,Gross enrollment ratio - Primary (female),101.8022
2138,Belgium,2010,"Intentional homicide rates per 100,000",1.7278,Gross enrollment ratio - Secondary (male),146.8612
2139,Belgium,2010,"Intentional homicide rates per 100,000",1.7278,Gross enrollment ratio - Secondary (female),167.3047
2141,Belgium,2010,"Intentional homicide rates per 100,000",1.7278,Gross enrollment ratio - Tertiary (male),59.9572
2142,Belgium,2010,"Intentional homicide rates per 100,000",1.7278,Gross enrollment ratio - Tertiary (female),75.9228
2144,Belgium,2010,"Percentage of male and female intentional homicide victims, Male",2.2252,Gross enrollment ratio - Primary (male),102.0411
2145,Belgium,2010,"Percentage of male and female intentional homicide victims, Male",2.2252,Gross enrollment ratio - Primary (female),101.8022
2147,Belgium,2010,"Percentage of male and female intentional homicide victims, Male",2.2252,Gross enrollment ratio - Secondary (male),146.8612
2148,Belgium,2010,"Percentage of male and female intentional homicide victims, Male",2.2252,Gross enrollment ratio - Secondary (female),167.3047
2150,Belgium,2010,"Percentage of male and female intentional homicide victims, Male",2.2252,Gross enrollment ratio - Tertiary (male),59.9572
2151,Belgium,2010,"Percentage of male and female intentional homicide victims, Male",2.2252,Gross enrollment ratio - Tertiary (female),75.9228
2153,Belgium,2010,"Percentage of male and female intentional homicide victims, Female",1.2478,Gross enrollment ratio - Primary (male),102.0411
2154,Belgium,2010,"Percentage of male and female intentional homicide victims, Female",1.2478,Gross enrollment ratio - Primary (female),101.8022
