Num,Region,Year,Series,Value,Footnotes,Source
170,Colombia,2017,"Total Sexual Violence at the national level, rate per 100,000",63.0400,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
184,Cook Islands,2012,"Intentional homicide rates per 100,000",3.4877,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
188,Costa Rica,2005,"Intentional homicide rates per 100,000",7.8171,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
188,Costa Rica,2005,"Percentage of male and female intentional homicide victims, Male",12.7427,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
188,Costa Rica,2005,"Percentage of male and female intentional homicide victims, Female",2.8645,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
188,Costa Rica,2005,"Kidnapping at the national level, rate per 100,000",0.2570,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
188,Costa Rica,2005,"Theft at the national level, rate per 100,000 population",195.0800,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
188,Costa Rica,2010,"Intentional homicide rates per 100,000",11.5132,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
188,Costa Rica,2010,"Percentage of male and female intentional homicide victims, Male",20.3247,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
188,Costa Rica,2010,"Percentage of male and female intentional homicide victims, Female",2.6701,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
188,Costa Rica,2010,"Assault rate per 100,000 population",173.7600,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
188,Costa Rica,2010,"Kidnapping at the national level, rate per 100,000",0.2400,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
188,Costa Rica,2010,"Theft at the national level, rate per 100,000 population",442.3600,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
188,Costa Rica,2010,"Robbery at the national level, rate per 100,000 population",943.5220,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
188,Costa Rica,2010,"Total Sexual Violence at the national level, rate per 100,000",142.2550,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
188,Costa Rica,2013,"Intentional homicide rates per 100,000",8.6670,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
188,Costa Rica,2013,"Percentage of male and female intentional homicide victims, Male",15.7974,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
188,Costa Rica,2013,"Percentage of male and female intentional homicide victims, Female",1.5201,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
188,Costa Rica,2013,"Assault rate per 100,000 population",173.3700,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
188,Costa Rica,2013,"Kidnapping at the national level, rate per 100,000",0.0840,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
188,Costa Rica,2013,"Theft at the national level, rate per 100,000 population",691.3700,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
188,Costa Rica,2013,"Robbery at the national level, rate per 100,000 population",1011.2600,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
188,Costa Rica,2013,"Total Sexual Violence at the national level, rate per 100,000",153.5010,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
188,Costa Rica,2017,"Intentional homicide rates per 100,000",12.1819,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
188,Costa Rica,2017,"Percentage of male and female intentional homicide victims, Male",22.0181,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
188,Costa Rica,2017,"Percentage of male and female intentional homicide victims, Female",2.3437,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
188,Costa Rica,2017,"Assault rate per 100,000 population",155.4500,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
188,Costa Rica,2017,"Kidnapping at the national level, rate per 100,000",0.2020,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
188,Costa Rica,2017,"Robbery at the national level, rate per 100,000 population",1587.5000,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
188,Costa Rica,2017,"Total Sexual Violence at the national level, rate per 100,000",191.1520,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
384,Côte d’Ivoire,2008,"Assault rate per 100,000 population",51.6400,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
384,Côte d’Ivoire,2008,"Total Sexual Violence at the national level, rate per 100,000",3.6520,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
191,Croatia,2005,"Intentional homicide rates per 100,000",1.5532,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
191,Croatia,2005,"Percentage of male and female intentional homicide victims, Male",1.9447,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
191,Croatia,2005,"Percentage of male and female intentional homicide victims, Female",1.1896,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
191,Croatia,2005,"Assault rate per 100,000 population",26.3400,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
191,Croatia,2005,"Kidnapping at the national level, rate per 100,000",0.4570,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
191,Croatia,2005,"Theft at the national level, rate per 100,000 population",694.3400,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
191,Croatia,2005,"Total Sexual Violence at the national level, rate per 100,000",14.2070,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
191,Croatia,2010,"Intentional homicide rates per 100,000",1.4325,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
191,Croatia,2010,"Percentage of male and female intentional homicide victims, Male",1.4391,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
191,Croatia,2010,"Percentage of male and female intentional homicide victims, Female",1.4263,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
191,Croatia,2010,"Assault rate per 100,000 population",22.7800,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
191,Croatia,2010,"Kidnapping at the national level, rate per 100,000",0.3000,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
191,Croatia,2010,"Theft at the national level, rate per 100,000 population",313.6600,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
191,Croatia,2010,"Robbery at the national level, rate per 100,000 population",28.7660,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
191,Croatia,2010,"Total Sexual Violence at the national level, rate per 100,000",9.1730,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
191,Croatia,2016,"Intentional homicide rates per 100,000",1.0455,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
191,Croatia,2016,"Percentage of male and female intentional homicide victims, Male",1.1857,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
191,Croatia,2016,"Percentage of male and female intentional homicide victims, Female",0.9156,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
191,Croatia,2016,"Assault rate per 100,000 population",18.7700,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
191,Croatia,2016,"Kidnapping at the national level, rate per 100,000",0.0240,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
191,Croatia,2016,"Theft at the national level, rate per 100,000 population",302.6600,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
191,Croatia,2016,"Robbery at the national level, rate per 100,000 population",25.3740,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
191,Croatia,2016,"Total Sexual Violence at the national level, rate per 100,000",16.0610,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
191,Croatia,2017,"Intentional homicide rates per 100,000",1.0997,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
191,Croatia,2017,"Percentage of male and female intentional homicide victims, Male",1.3912,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
191,Croatia,2017,"Percentage of male and female intentional homicide victims, Female",0.8294,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
191,Croatia,2017,"Assault rate per 100,000 population",19.0800,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
191,Croatia,2017,"Kidnapping at the national level, rate per 100,000",0.0000,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
191,Croatia,2017,"Robbery at the national level, rate per 100,000 population",20.6550,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
191,Croatia,2017,"Total Sexual Violence at the national level, rate per 100,000",11.3790,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
192,Cuba,2005,"Intentional homicide rates per 100,000",6.0737,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
