Region,Year,CrimeRate,EducationRate,CrimeInfo,EducationInfo,Gender
Turkey,2016,33.977,NULL,"Robbery at the national level, rate per 100,000 population",NULL,NULL
Turkey,2016,42.876,NULL,"Total Sexual Violence at the national level, rate per 100,000",NULL,NULL
Turkmenistan,2006,4.2203,NULL,"Intentional homicide rates per 100,000",NULL,NULL
Turkmenistan,2006,1.73,NULL,"Assault rate per 100,000 population",NULL,NULL
Turkmenistan,2006,29.75,NULL,"Theft at the national level, rate per 100,000 population",NULL,NULL
Uganda,2005,9.0014,7223.879,"Intentional homicide rates per 100,000",Students enrolled in primary education (thousands),Combined
Uganda,2005,126.75,7223.879,"Assault rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Uganda,2005,198.88,7223.879,"Theft at the national level, rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Uganda,2005,50.934,7223.879,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in primary education (thousands),Combined
United Arab Emirates,2015,0.3581,111.6417,"Percentage of male and female intentional homicide victims, Female",Gross enrollment ratio - Primary (female),F
United Kingdom,2017,1.2034,2431.8864,"Intentional homicide rates per 100,000",Students enrolled in tertiary education (thousands),Combined
United Kingdom,2017,1.2034,6386.3166,"Intentional homicide rates per 100,000",Students enrolled in secondary education (thousands),Combined
United Kingdom,2017,1.2034,4820.283,"Intentional homicide rates per 100,000",Students enrolled in primary education (thousands),Combined
United States of America,2005,5.6747,NULL,"Intentional homicide rates per 100,000",NULL,NULL
United States of America,2005,292.28,NULL,"Assault rate per 100,000 population",NULL,NULL
United States of America,2005,2299.52,NULL,"Theft at the national level, rate per 100,000 population",NULL,NULL
United States of America,2016,8.5709,NULL,"Percentage of male and female intentional homicide victims, Male",NULL,NULL
United States Virgin Islands,2012,3.627,NULL,"Percentage of male and female intentional homicide victims, Female",NULL,NULL
Uruguay,2010,2.3558,109.4898,"Percentage of male and female intentional homicide victims, Female",Gross enrollment ratio - Secondary (female),F
Uruguay,2010,2.3558,110.93,"Percentage of male and female intentional homicide victims, Female",Gross enrollment ratio - Primary (female),F
"Total, all countries or areas",2017,9.6755,NULL,"Percentage of male and female intentional homicide victims, Male",NULL,NULL
Northern America,2017,2.169,NULL,"Percentage of male and female intentional homicide victims, Female",NULL,NULL
Caribbean,2005,3.7455,NULL,"Percentage of male and female intentional homicide victims, Female",NULL,NULL
Asia,2010,2.6766,NULL,"Intentional homicide rates per 100,000",NULL,NULL
Central Asia,2017,2.7503,NULL,"Intentional homicide rates per 100,000",NULL,NULL
Central Asia,2017,1.6709,NULL,"Percentage of male and female intentional homicide victims, Female",NULL,NULL
Eastern Europe,2005,13.8954,NULL,"Intentional homicide rates per 100,000",NULL,NULL
Western Europe,2010,0.9191,NULL,"Percentage of male and female intentional homicide victims, Female",NULL,NULL
Australia and New Zealand,2017,0.5254,NULL,"Percentage of male and female intentional homicide victims, Female",NULL,NULL
Andorra,2015,0,NULL,"Percentage of male and female intentional homicide victims, Male",NULL,NULL
Antigua and Barbuda,2002,3.0161,NULL,"Percentage of male and female intentional homicide victims, Female",NULL,NULL
Australia,2016,0.9356,NULL,"Intentional homicide rates per 100,000",NULL,NULL
Australia,2016,292.57,NULL,"Assault rate per 100,000 population",NULL,NULL
Australia,2016,2.213,NULL,"Kidnapping at the national level, rate per 100,000",NULL,NULL
Australia,2016,2445.57,NULL,"Theft at the national level, rate per 100,000 population",NULL,NULL
Australia,2016,38.792,NULL,"Robbery at the national level, rate per 100,000 population",NULL,NULL
Australia,2016,94.959,NULL,"Total Sexual Violence at the national level, rate per 100,000",NULL,NULL
Azerbaijan,2017,2.0416,NULL,"Intentional homicide rates per 100,000",NULL,NULL
Azerbaijan,2017,3.75,NULL,"Assault rate per 100,000 population",NULL,NULL
Azerbaijan,2017,0.071,NULL,"Kidnapping at the national level, rate per 100,000",NULL,NULL
Azerbaijan,2017,4.033,NULL,"Robbery at the national level, rate per 100,000 population",NULL,NULL
Azerbaijan,2017,1.249,NULL,"Total Sexual Violence at the national level, rate per 100,000",NULL,NULL
Barbados,2016,1.3523,NULL,"Percentage of male and female intentional homicide victims, Female",NULL,NULL
Belarus,2017,1.8607,NULL,"Percentage of male and female intentional homicide victims, Female",NULL,NULL
Bermuda,2004,2.9322,NULL,"Percentage of male and female intentional homicide victims, Female",NULL,NULL
Bosnia and Herzegovina,2010,2.5281,NULL,"Percentage of male and female intentional homicide victims, Male",NULL,NULL
Botswana,2010,15.2483,42.366,"Intentional homicide rates per 100,000",Students enrolled in tertiary education (thousands),Combined
Botswana,2010,878.56,42.366,"Assault rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Botswana,2010,0.151,42.366,"Kidnapping at the national level, rate per 100,000",Students enrolled in tertiary education (thousands),Combined
Botswana,2010,1495.52,42.366,"Theft at the national level, rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Botswana,2010,120.936,42.366,"Robbery at the national level, rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Brazil,2017,30.8314,8571.423,"Intentional homicide rates per 100,000",Students enrolled in tertiary education (thousands),Combined
Brazil,2017,30.8314,23118.179,"Intentional homicide rates per 100,000",Students enrolled in secondary education (thousands),Combined
Brazil,2017,30.8314,16106.812,"Intentional homicide rates per 100,000",Students enrolled in primary education (thousands),Combined
Brazil,2017,58.2108,43.5291,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Tertiary (male),M
Brazil,2017,58.2108,99.3048,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Secondary (male),M
Brazil,2017,58.2108,117.3906,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Primary (male),M
Brazil,2017,284.79,8571.423,"Assault rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Brazil,2017,284.79,23118.179,"Assault rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Brazil,2017,284.79,16106.812,"Assault rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Brazil,2017,0.252,8571.423,"Kidnapping at the national level, rate per 100,000",Students enrolled in tertiary education (thousands),Combined
Brazil,2017,0.252,23118.179,"Kidnapping at the national level, rate per 100,000",Students enrolled in secondary education (thousands),Combined
Brazil,2017,0.252,16106.812,"Kidnapping at the national level, rate per 100,000",Students enrolled in primary education (thousands),Combined
Brazil,2017,797.334,8571.423,"Robbery at the national level, rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Brazil,2017,797.334,23118.179,"Robbery at the national level, rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Brazil,2017,797.334,16106.812,"Robbery at the national level, rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Brunei Darussalam,2000,1.2164,NULL,"Percentage of male and female intentional homicide victims, Female",NULL,NULL
"China, Hong Kong SAR",2005,0.5022,152.294,"Intentional homicide rates per 100,000",Students enrolled in tertiary education (thousands),Combined
"China, Hong Kong SAR",2005,0.5022,498.354,"Intentional homicide rates per 100,000",Students enrolled in secondary education (thousands),Combined
"China, Hong Kong SAR",2005,0.5022,451.171,"Intentional homicide rates per 100,000",Students enrolled in primary education (thousands),Combined
"China, Hong Kong SAR",2005,119.51,152.294,"Assault rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
"China, Hong Kong SAR",2005,119.51,498.354,"Assault rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
"China, Hong Kong SAR",2005,119.51,451.171,"Assault rate per 100,000 population",Students enrolled in primary education (thousands),Combined
"China, Hong Kong SAR",2005,0,152.294,"Kidnapping at the national level, rate per 100,000",Students enrolled in tertiary education (thousands),Combined
"China, Hong Kong SAR",2005,0,498.354,"Kidnapping at the national level, rate per 100,000",Students enrolled in secondary education (thousands),Combined
"China, Hong Kong SAR",2005,0,451.171,"Kidnapping at the national level, rate per 100,000",Students enrolled in primary education (thousands),Combined
"China, Hong Kong SAR",2005,520.13,152.294,"Theft at the national level, rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
"China, Hong Kong SAR",2005,520.13,498.354,"Theft at the national level, rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
"China, Hong Kong SAR",2005,520.13,451.171,"Theft at the national level, rate per 100,000 population",Students enrolled in primary education (thousands),Combined
"China, Hong Kong SAR",2005,21.566,152.294,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in tertiary education (thousands),Combined
"China, Hong Kong SAR",2005,21.566,498.354,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in secondary education (thousands),Combined
"China, Hong Kong SAR",2005,21.566,451.171,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in primary education (thousands),Combined
"China, Hong Kong SAR",2017,0.3285,NULL,"Intentional homicide rates per 100,000",NULL,NULL
"China, Macao SAR",2010,0.7742,56.0877,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Tertiary (male),M
